"FID","tile","lat","lon"
32830,"35MKU",-1.40000376886,24.7971157735
32831,"35MKV",-0.496321523519,24.7976872162
32832,"35MLM",-7.7317673307,25.6842831484
32833,"35MLN",-6.82725278529,25.6869170307
32834,"35MLP",-5.92324609693,25.6892151502
32835,"35MLQ",-5.01866656021,25.6911831375
32836,"35MLR",-4.11406135505,25.6928219667
32837,"35MLS",-3.20997774857,25.6941329804
32838,"35MLT",-2.3053350174,25.6951193784
32839,"35MLU",-1.40068044934,25.6957814907
32840,"35MLV",-0.496561376306,25.6961200315
32841,"35MMM",-7.73359869482,26.5906527245
32842,"35MMN",-6.8288678112,26.5914724404
32843,"35MMP",-5.92464569025,26.5921876586
32844,"35MMQ",-5.01985126233,26.5928001338
32845,"35MMR",-4.11503173253,26.5933101663
32846,"35MMS",-3.21073439228,26.593718178
32847,"35MMT",-2.30587815575,26.5940251615
32848,"35MMU",-1.40101034405,26.5942312232
32849,"35MMV",-0.496678308857,26.5943365824
32850,"35MNM",-7.73350485776,27.4976713531
32851,"35MNN",-6.82878506008,27.4966747846
32852,"35MNP",-5.92457397741,27.4958052589
32853,"35MNQ",-5.01979055899,27.4950606436
32854,"35MNR",-4.11498201171,27.4944405719
32855,"35MNS",-3.21069562161,27.4939445319
32856,"35MNT",-2.30585032623,27.4935713169
32857,"35MNU",-1.40099344039,27.4933207981
32858,"35MNV",-0.496672317573,27.4931927077
32859,"35MPM",-7.73148426009,28.4045622167
32860,"35MPN",-6.82700315417,28.4017506158
32861,"35MPP",-5.92302976411,28.3992974334
32862,"35MPQ",-5.01848344206,28.3971966567
32863,"35MPR",-4.11391136612,28.3954472487
32864,"35MPS",-3.20986079624,28.3940477732
32865,"35MPT",-2.30525106478,28.3929948191
32866,"35MPU",-1.40062945868,28.3922880293
32867,"35MPV",-0.496543301732,28.3919266466
32868,"35MQM",-7.72754235799,29.3105489757
32869,"35MQN",-6.82352690125,29.3059269568
32870,"35MQP",-5.92001721332,29.3018941278
32871,"35MQQ",-5.01593343058,29.2984406142
32872,"35MQR",-4.11182267538,29.2955647154
32873,"35MQS",-3.20823215819,29.2932640761
32874,"35MQT",-2.3040819821,29.2915330898
32875,"35MQU",-1.39991937738,29.2903711729
32876,"35MQV",-0.49629161027,29.2897770825
32877,"35MRM",-7.72167932054,30.2164871497
32878,"35MRN",-6.8183564416,30.2100594171
32879,"35MRP",-5.91553643836,30.2044510263
32880,"35MRQ",-5.0121406136,30.1996482554
32881,"35MRR",-4.10871601143,30.1956487517
32882,"35MRS",-3.20580976051,30.1924492489
32883,"35MRT",-2.30234311504,30.1900419572
32884,"35MRU",-1.39886321626,30.1884260706
32885,"35MRV",-0.495917248582,30.1875998625
32886,"35NKA",0.407905812603,24.7977138703
32887,"35NKB",1.31213095708,24.7971952592
32888,"35NKC",2.21580663827,24.7961315491
32889,"35NKD",3.12001285471,24.7945201511
32890,"35NKE",4.02420234196,24.7923595533
32891,"35NKF",4.92782789044,24.789648877
32892,"35NKG",5.83196947891,24.7863815078
32893,"35NKH",6.73607992475,24.7825548448
32894,"35NKJ",7.63961213979,24.778166915
32895,"35NLA",0.408102935902,25.6961358218
32896,"35NLB",1.31276514999,25.695828581
32897,"35NLC",2.21687793947,25.6951984072
32898,"35NLD",3.12152203222,25.694243766
32899,"35NLE",4.02615011434,25.6929637601
32900,"35NLF",4.93021491958,25.6913578659
32901,"35NLG",5.83479716865,25.6894221651
32902,"35NLH",6.73934962588,25.6871551109
32903,"35NLJ",7.64332515723,25.6845555342
32904,"35NMA",0.408199036556,26.5943414963
32905,"35NMB",1.31307433062,26.5942458785
32906,"35NMC",2.21740021715,26.5940497571
32907,"35NMD",3.12225778467,26.5937526562
32908,"35NME",4.0270996896,26.5933542952
32909,"35NMF",4.93137864231,26.5928545122
32910,"35NMG",5.83617572233,26.5922520852
32911,"35NMH",6.74094367151,26.5915465355
32912,"35NMJ",7.64513533063,26.5907374964
32913,"35NNA",0.408194112768,27.4931867335
32914,"35NNB",1.31305848906,27.4933029816
32915,"35NNC",2.21737345692,27.4935414153
32916,"35NND",3.12222008509,27.4939026154
32917,"35NNE",4.02705103448,27.4943869219
32918,"35NNF",4.93131901366,27.4949945327
32919,"35NNG",5.83610508598,27.4957269325
32920,"35NNH",6.74086199329,27.4965847031
32921,"35NNJ",7.64504257905,27.4975682916
32922,"35NPA",0.4080880809,28.3919097915
32923,"35NPB",1.31271736092,28.3922377626
32924,"35NPC",2.21679721092,28.3929104573
32925,"35NPD",3.12140830845,28.3939295123
32926,"35NPE",4.02600333958,28.3952958874
32927,"35NPF",4.93003504528,28.3970101382
32928,"35NPG",5.83458408779,28.3990764502
32929,"35NPH",6.73910323682,28.401496471
32930,"35NPJ",7.64304536195,28.4042714533
32931,"35NQA",0.407881227836,29.2897493726
32932,"35NQB",1.3120518635,29.290288536
32933,"35NQC",2.21567303049,29.2913944035
32934,"35NQD",3.1198246365,29.2930696642
32935,"35NQE",4.02395942519,29.2953158883
32936,"35NQF",4.92753019147,29.2981339922
32937,"35NQG",5.83161682416,29.3015308494
32938,"35NQH",6.73567214425,29.3055091641
32939,"35NQJ",7.63914907167,29.3100709869
32940,"35NRA",0.407573558073,30.1875613266
32941,"35NRB",1.3110620175,30.1883111471
32942,"35NRC",2.21400094978,30.1898490859
32943,"35NRD",3.1174691205,30.1921788786
32944,"35NRE",4.02091935784,30.1953027088
32945,"35NRF",4.92380454215,30.1992218373
32946,"35NRG",5.82720340661,30.2039458186
32947,"35NRH",6.73056885137,30.2094784011
32948,"35NRJ",7.63335387368,30.215822423
32949,"35PKK",8.54364606771,24.7732069488
32950,"35PKL",9.44763466261,24.7676711612
32951,"35PKM",10.3510310225,24.7615563837
32952,"35PKN",11.2549150352,24.7548474772
32953,"35PKP",12.1587398528,24.7475393246
32954,"35PKQ",13.0619588141,24.7396274085
32955,"35PKR",13.9656517344,24.7310919151
32956,"35PKS",14.8692720165,24.7219261821
32957,"35PKT",15.7722732952,24.7121241285
32958,"35PLK",8.54780445821,25.681617048
32959,"35PLL",9.45224044154,25.6783374066
32960,"35PLM",10.3560861638,25.6747147279
32961,"35PLN",11.2604222856,25.6707400374
32962,"35PLP",12.1647019272,25.6664102964
32963,"35PLQ",13.0683783979,25.6617228222
32964,"35PLR",13.9725323134,25.6566658668
32965,"35PLS",14.876617062,25.6512354761
32966,"35PLT",15.7800862598,25.6454280357
32967,"35PMK",8.54983176303,26.5898229803
32968,"35PML",9.45448586163,26.5888022867
32969,"35PMM",10.3585506624,26.5876748309
32970,"35PMN",11.2631072034,26.586437818
32971,"35PMP",12.1676085909,26.5850903008
32972,"35PMQ",13.0715081178,26.5836314439
32973,"35PMR",13.97588679,26.5820575899
32974,"35PMS",14.8801979888,26.5803675066
32975,"35PMT",15.783895323,26.578560068
32976,"35PNK",8.54972788683,27.4986801127
32977,"35PNL",9.45437080867,27.4999210179
32978,"35PNM",10.3584243841,27.5012917214
32979,"35PNN",11.2629696314,27.5027956172
32980,"35PNP",12.1674596568,27.5044338573
32981,"35PNQ",13.0713477534,27.5062074589
32982,"35PNR",13.9757149098,27.5081208682
32983,"35PNS",14.8800145047,27.5101755816
32984,"35PNT",15.7837001503,27.5123729689
32985,"35PPK",8.54749110203,28.4074082085
32986,"35PPL",9.45189337068,28.4109091379
32987,"35PPM",10.3557052308,28.4147762497
32988,"35PPN",11.2600072835,28.4190191225
32989,"35PPP",12.164252651,28.4236409984
32990,"35PPQ",13.0678946454,28.4286447436
32991,"35PPR",13.9720138219,28.4340428963
32992,"35PPS",14.876063568,28.4398396762
32993,"35PPT",15.7794975042,28.4460389404
32994,"35PQK",8.54312745567,29.3152275115
32995,"35PQL",9.44706025483,29.3209826753
32996,"35PQM",10.3504005743,29.3273397697
32997,"35PQN",11.2542282041,29.334314532
32998,"35PQP",12.1579963005,29.3419122798
32999,"35PQQ",13.0611582053,29.3501377104
33000,"35PQR",13.9647936346,29.3590114208
33001,"35PQS",14.8683559949,29.3685403315
33002,"35PQT",15.7712989193,29.3787307672
33003,"35PRK",8.53663714919,30.2229934398
33004,"35PRL",9.43987170032,30.2309969051
33005,"35PRM",10.3425106979,30.2398373793
33006,"35PRN",11.2456327295,30.2495367249
33007,"35PRP",12.1486909964,30.2601023138
33008,"35PRQ",13.0511388916,30.2715406506
33009,"35PRR",13.9540548831,30.2838803482
33010,"35PRS",14.8568924007,30.2971309961
33011,"35PRT",15.7591051052,30.3113013537
33012,"35QKA",18.4818565401,24.6787171968
33013,"35QKB",19.385049378,24.6661983408
33014,"35QKC",20.2881442851,24.6529606044
33015,"35QKD",21.1905956275,24.6389937868
33016,"35QKE",22.0934828739,24.6242610031
33017,"35QKF",22.9962604759,24.6087488912
33018,"35QKG",23.8983832222,24.5924444856
33019,"35QKU",16.6757352921,24.7016608448
33020,"35QKV",17.5791117148,24.6905278503
33021,"35QLA",18.4910990203,25.6256349854
33022,"35QLB",19.3947778383,25.6182176155
33023,"35QLC",20.2983639335,25.6103742178
33024,"35QLD",21.2013116999,25.6020987337
33025,"35QLE",22.104701545,25.5933692889
33026,"35QLF",23.0079879799,25.5841779478
33027,"35QLG",23.9106258569,25.5745170059
33028,"35QLU",16.6840204664,25.6392287795
33029,"35QLV",17.587873394,25.6326326687
33030,"35QMA",18.4956050671,26.572399855
33031,"35QMB",19.3995208376,26.5700913142
33032,"35QMC",20.3033464286,26.5676501656
33033,"35QMD",21.2065362474,26.5650745208
33034,"35QME",22.1101711588,26.5623575681
33035,"35QMF",23.0137057031,26.5594968337
33036,"35QMG",23.9165947634,26.556489919
33037,"35QMU",16.6880597614,26.576630676
33038,"35QMV",17.5921450155,26.574577763
33039,"35QNA",18.4953741806,27.5198622235
33040,"35QNB",19.3992778102,27.5226688214
33041,"35QNC",20.3030911282,27.5256366354
33042,"35QND",21.2062685436,27.5287679624
33043,"35QNE",22.1098908976,27.5320710823
33044,"35QNF",23.0134127291,27.5355490008
33045,"35QNG",23.9162889175,27.5392046388
33046,"35QNU",16.6878527906,27.5147186194
33047,"35QNV",17.5919261403,27.5172144422
33048,"35QPA",18.4904025376,28.467167386
33049,"35QPB",19.3940447317,28.4750851782
33050,"35QPC",20.2975938099,28.4834577316
33051,"35QPD",21.2005041644,28.4922915148
33052,"35QPE",22.1038561329,28.5016098744
33053,"35QPF",23.0071042206,28.5114212819
33054,"35QPG",23.9097032739,28.5217339589
33055,"35QPU",16.6833961255,28.4526564533
33056,"35QPV",17.5872131433,28.4596975883
33057,"35QQA",18.4807038953,29.4134612788
33058,"35QQB",19.3838361296,29.4264760975
33059,"35QQC",20.2868697848,29.4402382555
33060,"35QQD",21.1892592214,29.4547583549
33061,"35QQE",22.092083795,29.4700747366
33062,"35QQF",22.9947979454,29.4862012905
33063,"35QQG",23.8968564576,29.5031514885
33064,"35QQU",16.6747020286,29.3896086195
33065,"35QQV",17.5780190287,29.4011827036
33066,"35QRA",18.4662793173,30.35959455
33067,"35QRB",19.3686532119,30.3776912182
33068,"35QRC",20.270920418,30.3968266824
33069,"35QRD",21.1725352569,30.4170156215
33070,"35QRE",22.074575619,30.438311277
33071,"35QRF",22.976495855,30.4607328829
33072,"35QRG",23.8777506539,30.4842990946
33073,"35QRU",16.6617713145,30.3264273857
33074,"35QRV",17.5643447272,30.342521305
33075,"35RKH",24.8009304188,24.575303661
33076,"35RKJ",25.7033569435,24.5573097315
33077,"35RKK",26.60511804,24.5384462942
33078,"35RKL",27.5072928174,24.5186608323
33079,"35RKM",28.4093366041,24.4979325069
33080,"35RKN",29.3107051222,24.4762405893
33081,"35RKP",30.212477248,24.4535227045
33082,"35RKQ",31.1141087765,24.4297527586
33083,"35RLH",24.8136954859,25.5643602929
33084,"35RLJ",25.7166518461,25.5536978983
33085,"35RLK",26.6189502848,25.5425200717
33086,"35RLL",27.5216710038,25.5307956651
33087,"35RLM",28.4242694842,25.5185122956
33088,"35RLN",29.326201603,25.5056576399
33089,"35RLP",30.2285474342,25.492194698
33090,"35RLQ",31.1307629914,25.4781079576
33091,"35RMH",24.8199191425,26.5533286734
33092,"35RMJ",25.7231338671,26.5500100078
33093,"35RMK",26.6256943359,26.5465308842
33094,"35RML",27.5286812848,26.5428816044
33095,"35RMM",28.4315502669,26.5390583049
33096,"35RMN",29.3337572383,26.5350571492
33097,"35RMP",30.2363828585,26.5308666106
33098,"35RMQ",31.1388832463,26.5264818563
33099,"35RNH",24.8196002429,27.5430479005
33100,"35RNJ",25.7228017286,27.5470825425
33101,"35RNK",26.6253487705,27.5513122592
33102,"35RNL",27.5283220758,27.5557488396
33103,"35RNM",28.4311771976,27.5603969793
33104,"35RNN",29.3333700847,27.5652613457
33105,"35RNP",30.2359813669,27.5703559476
33106,"35RNQ",31.1384671578,27.5756866628
33107,"35RPH",24.8127335305,28.5325758383
33108,"35RPJ",25.7156499591,28.543957498
33109,"35RPK",26.6179079004,28.5558893432
33110,"35RPL",27.5205874727,28.5684046218
33111,"35RPM",28.4231441464,28.5815165492
33112,"35RPN",29.3250337866,28.5952382746
33113,"35RPP",30.2273363766,28.6096092934
33114,"35RPQ",31.1295079156,28.6246461586
33115,"35RQH",24.79933851,29.5209712005
33116,"35RQJ",25.7016989668,29.5396777654
33117,"35RQK",26.6033930611,29.5592882318
33118,"35RQL",27.5054997653,29.5798571866
33119,"35RQM",28.4074743887,29.60140629
33120,"35RQN",29.3087726347,29.6239570817
33121,"35RQP",30.2104732294,29.6475743955
33122,"35RQQ",31.1120319406,29.6722853534
33123,"35RRH",24.7794176255,30.5090735923
33124,"35RRJ",25.6809514804,30.5350803851
33125,"35SKA",36.5196991629,24.2625431434
33126,"35SKB",37.4197251029,24.23009304
33127,"35SKC",38.3201282312,24.1961464791
33128,"35SKD",39.220365708,24.1606507191
33129,"35SKR",32.0150559191,24.40490453
33130,"35SKS",32.9163972723,24.378903894
33131,"35SKT",33.8175891034,24.3517180433
33132,"35SKU",34.7180881102,24.3233137155
33133,"35SKV",35.6189725538,24.2936025675
33134,"35SLA",36.5401087272,25.3790050181
33135,"35SLB",37.4408089637,25.359770221
33136,"35SLC",38.3419029017,25.3396476645
33137,"35SLD",39.2428482483,25.3186059766
33138,"35SLR",32.0323047091,25.4633818334
33139,"35SLS",32.9342525129,25.4479723405
33140,"35SLT",33.8360629732,25.4318599743
33141,"35SLU",34.7371930937,25.4150249569
33142,"35SLV",35.6387226336,25.3974148562
33143,"35SMA",36.5500606556,26.49563277
33144,"35SMB",37.4510898208,26.4896449885
33145,"35SMC",38.3525207564,26.4833807365
33146,"35SMD",39.2538114373,26.4768302312
33147,"35SMR",32.0407149449,26.5218980262
33148,"35SMS",32.9429585304,26.517101421
33149,"35SMT",33.8450707195,26.5120859622
33150,"35SMU",34.7465086707,26.5068454804
33151,"35SMV",35.64835287,26.5013636458
33152,"35SNA",36.5495507004,27.6131909957
33153,"35SNB",37.4505630097,27.6204705355
33154,"35SNC",38.3519766738,27.6280861825
33155,"35SND",39.2532496578,27.6360498294
33156,"35SNR",32.0402839961,27.5812593982
33157,"35SNS",32.9425124244,27.5870908083
33158,"35SNT",33.8446091515,27.5931882837
33159,"35SNU",34.7460313277,27.599559323
33160,"35SNV",35.6478594012,27.6062237787
33161,"35SPA",36.5385705826,28.7304326231
33162,"35SPB",37.4392199893,28.7509644547
33163,"35SPC",38.3402618503,28.772443849
33164,"35SPD",39.241153833,28.7949042867
33165,"35SPR",32.0310048173,28.640365504
33166,"35SPS",32.9329069104,28.6568142769
33167,"35SPT",33.83467074,28.6740132903
33168,"35SPU",34.735753289,28.691983654
33169,"35SPV",35.6372342017,28.7107813284
33170,"35SQA",36.5171541471,29.846112361
33171,"35SQB",37.4170960294,29.8798462439
33172,"35SQC",38.3174130449,29.9151356266
33173,"35SQD",39.2175622856,29.9520353111
33174,"35SQR",32.012904953,29.6981172001
33175,"35SQS",32.9141706966,29.7251469843
33176,"35SQT",33.8152854027,29.7534087993
33177,"35SQU",34.7157057278,29.7829372095
33178,"35SQV",35.6165097505,29.8138240367
33179,"35TKE",40.1198951243,24.123551377
33180,"35TKF",41.019793848,24.0847209479
33181,"35TKG",41.9195194127,24.0440918064
33182,"35TLE",40.1431031693,25.2966127951
33183,"35TLF",41.0437469894,25.2735923982
33184,"35TLG",41.9442379761,25.2495045374
33185,"35TLH",42.8440348552,25.2243073746
33186,"35TLJ",43.7442166766,25.1979088083
33187,"35TLK",44.6442422398,25.1702567302
33188,"35TLL",45.543570797,25.1412965332
33189,"35TLM",46.4432810597,25.1109150108
33190,"35TLN",47.3428323169,25.0790439503
33191,"35TME",40.1544203125,26.4699833786
33192,"35TMF",41.0554276612,26.4628165859
33193,"35TMG",41.9562921147,26.4553172986
33194,"35TMH",42.8564727759,26.4474724638
33195,"35TMJ",43.7570498133,26.4392533797
33196,"35TMK",44.6574825113,26.4306437885
33197,"35TML",45.557230631,26.4216266523
33198,"35TMM",46.4573742176,26.4121666792
33199,"35TMN",47.357373205,26.402242584
33200,"35TNE",40.153840391,27.6443737448
33201,"35TNF",41.0548291102,27.6530866133
33202,"35TNG",41.9556744225,27.6622036928
33203,"35TNH",42.8558354129,27.6717408521
33204,"35TNJ",43.7563921948,27.6817329819
33205,"35TNK",44.656804025,27.6921998458
33206,"35TNL",45.5565306401,27.7031621562
33207,"35TNM",46.4566520153,27.7146628124
33208,"35TNN",47.3566280537,27.7267276907
33209,"35TPE",40.141354058,28.8183802991
33210,"35TPF",41.0419417047,28.8429527065
33211,"35TPG",41.9423749837,28.8686644524
33212,"35TPH",42.8421125624,28.8955601882
33213,"35TPJ",43.7422333171,28.9237382043
33214,"35TPK",44.6421959737,28.9532541058
33215,"35TPL",45.541459705,28.9841661607
33216,"35TPM",46.4411030195,29.0165951822
33217,"35TPN",47.3405851026,29.0506139569
33218,"35TQE",40.1170012705,29.990601808
33219,"35TQF",41.0168071239,30.0309676326
33220,"35TQG",41.9164372886,30.0732030505
33221,"35TQH",42.8153496206,30.1173810931
33222,"35TQJ",43.714620596,30.1636628568
33223,"35TQK",44.6137079082,30.2121392702
33224,"35TQL",45.512069642,30.2629055896
33225,"35TQM",46.4107814513,30.3161597216
33226,"35TQN",47.3093011348,30.3720206159
33227,"35ULA",54.5318111791,24.757434762
33228,"35ULB",55.4298977717,24.7067760807
33229,"35ULP",48.2416842864,25.0456112953
33230,"35ULQ",49.1409152662,25.0104761059
33231,"35ULR",50.0399849517,24.973547948
33232,"35ULS",50.9383534449,24.9347305033
33233,"35ULT",51.8370985093,24.8938456144
33234,"35ULU",52.7356801354,24.8507716101
33235,"35ULV",53.6335586689,24.8053777498
33236,"35UMA",54.5505885864,26.3020793762
33237,"35UMB",55.4493087738,26.2862985549
33238,"35UMP",48.2566880052,26.3918318755
33239,"35UMQ",49.1563985252,26.3808906048
33240,"35UMR",50.0559653379,26.3693905403
33241,"35UMS",50.9548494843,26.3573016079
33242,"35UMT",51.8541307192,26.344568232
33243,"35UMU",52.7532702316,26.3311524138
33244,"35UMV",53.6517296606,26.3170133121
33245,"35UNA",54.549626248,27.8484964524
33246,"35UNB",55.4483139491,27.8676810341
33247,"35UNP",48.255919129,27.7393841314
33248,"35UNQ",49.1556050668,27.7526855577
33249,"35UNR",50.0551463964,27.7666662869
33250,"35UNS",50.9540041081,27.7813628774
33251,"35UNT",51.853257857,27.7968428844
33252,"35UNU",52.7523687674,27.8131524989
33253,"35UNV",53.6507984144,27.8303413617
33254,"35UPA",54.5289095435,29.3938851935
33255,"35UPB",55.4268982826,29.4479541563
33256,"35UPP",48.2393655689,29.0862993668
33257,"35UPQ",49.1385224652,29.1238018183
33258,"35UPR",50.0375153532,29.1632177987
33259,"35UPS",50.9358041888,29.2046500761
33260,"35UPT",51.8344664302,29.2482887602
33261,"35UPU",52.7329618824,29.2942636608
33262,"35UPV",53.6307506941,29.3427142602
33263,"35UQP",48.2070868394,30.4306138762
33264,"35UQQ",49.1052131586,30.4921857245
33265,"35UQR",50.0031377814,30.5568937282
33266,"35UQS",50.9003186631,30.6249056477
33267,"35UQT",51.7978290024,30.6965324488
33268,"35UQU",52.6951260531,30.7719859282
33269,"35UQV",53.5916672066,30.8514935505
33270,"35VLC",56.3272788335,24.653221031
33271,"35VLD",57.2250304861,24.5964682305
33272,"35VLE",58.1226126758,24.5362849625
33273,"35VLF",59.0194855154,24.4724161603
33274,"35VLG",59.9167237892,24.4044555669
33275,"35VLH",60.813786848,24.332070077
33276,"35VLJ",61.7101340231,24.2548902976
33277,"35VLK",62.6068381256,24.1723519358
33278,"35VLL",63.5033571944,24.0839641243
33279,"35VMC",56.3473524201,26.2696143791
33280,"35VMD",57.2457988925,26.2519327337
33281,"35VME",58.1441104819,26.2331808546
33282,"35VMF",59.0417498713,26.2132789576
33283,"35VMG",59.9397961697,26.192100087
33284,"35VMH",60.8377121041,26.1695399973
33285,"35VMJ",61.7349607524,26.145483039
33286,"35VMK",62.6326208775,26.1197526915
33287,"35VML",63.5301555156,26.0921951699
33288,"35VNC",56.3463236208,27.8879637463
33289,"35VND",57.2447344648,27.9094589875
33290,"35VNE",58.1430086487,27.9322552033
33291,"35VNF",59.040608726,27.956449363
33292,"35VNG",59.9386135837,27.9821957805
33293,"35VNH",60.8364857724,28.0096211585
33294,"35VNJ",61.7336881803,28.038866052
33295,"35VNK",62.6312992617,28.0701450088
33296,"35VNL",63.5287817948,28.1036449313
33297,"35VPC",56.3241770187,29.5051138847
33298,"35VPD",57.2218213759,29.5656859306
33299,"35VPE",58.1192909363,29.6299185319
33300,"35VPF",59.0160454198,29.6980837562
33301,"35VPG",59.9131589431,29.7706149929
33302,"35VPH",60.8100903394,29.847867522
33303,"35VPJ",61.7062983624,29.9302352977
33304,"35VPK",62.6028549086,30.0183202112
33305,"35VPL",63.499217249,30.1126457119
33306,"35WLV",71.5608877702,22.8857159404
33307,"35WMM",64.4270279918,26.0626375335
33308,"35WMN",65.3243165719,26.0308252392
33309,"35WMP",66.2214843972,25.9965231493
33310,"35WMQ",67.1179947947,25.9594625725
33311,"35WMR",68.0149252665,25.9192597178
33312,"35WMS",68.9117387005,25.8755387349
33313,"35WMT",69.8078979874,25.8278617064
33314,"35WMU",70.7044793379,25.7756168646
33315,"35WMV",71.6009447054,25.7181685968
33316,"35WNM",64.425598818,28.1395759946
33317,"35WNN",65.322828157,28.178247554
33318,"35WNP",66.2199325585,28.2199453608
33319,"35WNQ",67.1163748999,28.2649959265
33320,"35WNR",68.013232022,28.3138656477
33321,"35WNS",68.9099661835,28.3670112243
33322,"35WNT",69.806039533,28.4249647465
33323,"35WNU",70.7025272406,28.488469558
33324,"35WNV",71.5988901862,28.5582978769
33325,"35WPM",64.3948422154,30.2138000824
33326,"35WPN",65.2907982636,30.3226499247
33327,"35WPP",66.1865396941,30.4399942027
33328,"35WPQ",67.0815197261,30.5667451618
33329,"35WPR",67.9768011721,30.7042066876
33330,"35WPS",68.8718327722,30.853652811
33331,"35WPT",69.7660609287,31.0165663163
33332,"35WPU",70.6605385769,31.1950193753
33333,"35WPV",71.5547037431,31.391159107
33334,"35WQV",71.4687953742,34.2020305865
33335,"35XLA",72.454510423,22.6828690775
33336,"35XLB",73.348322974,22.4577153623
33337,"35XLC",74.2417472293,22.2066023996
33338,"35XLD",75.1341950582,21.9250383178
33339,"35XLE",76.0266708704,21.6068273887
33340,"35XLF",76.9185524951,21.2446757337
33341,"35XMA",72.4967556759,25.654758054
33342,"35XMB",73.3929860597,25.5843381539
33343,"35XMC",74.2890954045,25.5057518358
33344,"35XMD",75.1845420642,25.4175730466
33345,"35XME",76.080394801,25.3178326756
33346,"35XMF",76.9761071563,25.2042029349
33347,"35XMG",77.8711292271,25.0736868211
33348,"35XMH",78.7665173985,24.9220643986
33349,"35XMJ",79.6617085526,24.7439322248
33350,"35XMK",80.556128485,24.5318714748
33351,"35XML",81.4507956789,24.2749012951
33352,"35XMM",82.3450891684,23.9573732302
33353,"35XMN",83.2383402421,23.5554221059
33354,"35XMP",84.1314005894,23.0296822905
33355,"35XNA",72.4945886722,28.6353715821
33356,"35XNB",73.3906947274,28.7209627008
33357,"35XNC",74.28666594,28.8164766403
33358,"35XND",75.1819582481,28.9236453538
33359,"35XNE",76.077637065,29.0448602059
33360,"35XNF",76.9731519787,29.1829475457
33361,"35XNG",77.8679479941,29.3415455885
33362,"35XNH",78.7630743098,29.5257763501
33363,"35XNJ",79.6579586,29.7421960862
33364,"35XNK",80.5520139994,29.9998031685
33365,"35XNL",81.4462402071,30.3119112217
33366,"35XNM",82.339989436,30.6974801814
33367,"35XNN",83.2325519401,31.1854008518
33368,"35XNP",84.1247114886,31.823274865
33369,"35XPA",72.4479894604,31.6075448622
33370,"35XPB",73.3414299062,31.8477073622
33371,"35XPC",74.2344411441,32.1155347872
33372,"35XPD",75.1264279869,32.415807408
33373,"35XPE",76.0183850809,32.7551176661
33374,"35XPF",76.909678817,33.1412215048
33375,"35XPG",77.7996473131,33.5840628797
33376,"35XPH",78.6891893497,34.0975960666
33377,"35XPJ",79.5775411021,34.6995520837
33378,"35XPK",80.4638540411,35.414080317
33379,"35XPL",81.3487424288,36.2766204808
33380,"35XQA",72.3574250549,34.5543969603
33381,"36CVA",-76.1679843164,31.3073781645
33382,"36CVB",-75.2721448608,31.4083620999
33383,"36CVC",-74.3761732219,31.4976270247
33384,"36CVD",-73.4806134222,31.5770356199
33385,"36CVE",-72.5843947341,31.6481973231
33386,"36CVQ",-81.5382582595,30.2468355096
33387,"36CVR",-80.6436233082,30.50892868
33388,"36CVS",-79.7486919601,30.7249485155
33389,"36CVT",-78.8540587768,30.9059192113
33390,"36CVU",-77.9586885784,31.0598647572
33391,"36CVV",-77.063145069,31.1923122145
33392,"36CWA",-76.1652083863,35.0575652735
33393,"36CWB",-75.2695449549,34.9348396943
33394,"36CWC",-74.3737295085,34.8263513633
33395,"36CWD",-73.4783092287,34.7298383454
33396,"36CWE",-72.5822161229,34.643345856
33397,"36CWN",-83.3198351366,37.2401970105
33398,"36CWP",-82.426813301,36.7398391595
33399,"36CWQ",-81.5336546596,36.3459952185
33400,"36CWR",-80.6394694215,36.0276712662
33401,"36CWS",-79.744909345,35.7652586503
33402,"36CWT",-78.8505878452,35.545392776
33403,"36CWU",-77.955483445,35.3583409418
33404,"36CWV",-77.0601692663,35.1973971452
33405,"36CXE",-72.5353679832,37.6299262474
33406,"36DVF",-71.68805751,31.712279878
33407,"36DVG",-70.7921412415,31.7702408179
33408,"36DVH",-69.8955712189,31.8229632536
33409,"36DVJ",-68.9988853277,31.8710855814
33410,"36DVK",-68.1026212293,31.9151468075
33411,"36DVL",-67.2057022446,31.9556751134
33412,"36DVM",-66.3086652877,31.9930464114
33413,"36DVN",-65.412047342,32.0275853728
33414,"36DVP",-64.5147706358,32.0596294089
33415,"36DWF",-71.6859925218,34.5654555251
33416,"36DWG",-70.7901795378,34.495004199
33417,"36DWH",-69.8937039629,34.4309189785
33418,"36DWJ",-68.9971047627,34.3724242668
33419,"36DWK",-68.100920507,34.3188651783
33420,"36DWL",-67.2040754186,34.2695999056
33421,"36DWM",-66.3071070459,34.2241716786
33422,"36DWN",-65.4105529188,34.18218597
33423,"36DWP",-64.5133358421,34.1432327358
33424,"36DXF",-71.641581464,37.4112590642
33425,"36DXG",-70.7479846775,37.2133781695
33426,"36DXH",-69.853536393,37.0333010976
33427,"36DXJ",-68.958798525,36.8688718039
33428,"36DXK",-68.0643290283,36.7182673573
33429,"36DXL",-67.1690713531,36.5796968702
33430,"36DXM",-66.2735765653,36.4518863335
33431,"36DXN",-65.3783938675,36.3337343168
33432,"36DXP",-64.4824584263,36.224093689
33433,"36EUA",-58.2098311274,30.5302427339
33434,"36EUB",-57.3128039695,30.5907393069
33435,"36EUC",-56.415068824,30.6478154334
